specialty cheese,chewing gum,,,,,,,,,,,,
sausage,other vegetables,yogurt,whipped/sour cream,cream cheese ,soda,hygiene articles,cling film/bags,,,,,,
rolls/buns,white bread,,,,,,,,,,,,
soda,,,,,,,,,,,,,
other vegetables,whole milk,frozen fish,white bread,pickled vegetables,long life bakery product,,,,,,,,
root vegetables,brown bread,baking powder,napkins,photo/film,,,,,,,,,
root vegetables,curd,mayonnaise,domestic eggs,margarine,mustard,shopping bags,,,,,,,
yogurt,,,,,,,,,,,,,
other vegetables,beverages,spread cheese,domestic eggs,rolls/buns,pastry,,,,,,,,
yogurt,beverages,,,,,,,,,,,,
liver loaf,whole milk,mustard,shopping bags,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,bottled water,soda,bottled beer,prosecco,chocolate,hygiene articles,,,,,
tropical fruit,rolls/buns,mustard,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,,,,
bottled beer,liquor,red/blush wine,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
whole milk,rolls/buns,coffee,fruit/vegetable juice,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
butter,mayonnaise,instant coffee,,,,,,,,,,,
hamburger meat,tropical fruit,hard cheese,white wine,shopping bags,,,,,,,,,
chewing gum,,,,,,,,,,,,,
sausage,meat,citrus fruit,yogurt,ice cream,rolls/buns,brown bread,pickled vegetables,jam,liquor,newspapers,,,
liqueur,,,,,,,,,,,,,
grapes,salty snack,specialty bar,candy,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,,,,
ham,curd,dessert,beverages,UHT-milk,cream cheese ,brown bread,mustard,sweet spreads,,,,,
sausage,salty snack,seasonal products,,,,,,,,,,,
beef,other vegetables,butter milk,soups,sparkling wine,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,
butter,,,,,,,,,,,,,
semi-finished bread,bottled water,,,,,,,,,,,,
coffee,flower (seeds),,,,,,,,,,,,
pip fruit,root vegetables,UHT-milk,frozen dessert,domestic eggs,margarine,pickled vegetables,,,,,,,
hamburger meat,onions,cream cheese ,brown bread,pastry,sugar,cereals,pet care,,,,,,
rolls/buns,pastry,napkins,newspapers,,,,,,,,,,
root vegetables,,,,,,,,,,,,,
pork,whole milk,dessert,,,,,,,,,,,
other vegetables,white bread,pastry,shopping bags,,,,,,,,,,
chicken,butter,white bread,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
citrus fruit,onions,hard cheese,specialty cheese,frozen vegetables,frozen dessert,domestic eggs,rolls/buns,,,,,,
waffles,,,,,,,,,,,,,
root vegetables,whole milk,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,
berries,,,,,,,,,,,,,
sausage,root vegetables,whole milk,fruit/vegetable juice,popcorn,candy,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,sugar,,,,,,,,,,
UHT-milk,brown bread,,,,,,,,,,,,
finished products,,,,,,,,,,,,,
cat food,canned beer,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,
pork,tropical fruit,root vegetables,margarine,soda,bottled beer,waffles,,,,,,,
frankfurter,white bread,margarine,,,,,,,,,,,
sausage,chicken,citrus fruit,,,,,,,,,,,
pork,citrus fruit,tropical fruit,whole milk,frozen vegetables,domestic eggs,honey,canned vegetables,red/blush wine,chocolate marshmallow,napkins,,,
liquor,,,,,,,,,,,,,
frozen meals,cleaner,,,,,,,,,,,,
beef,other vegetables,,,,,,,,,,,,
frankfurter,other vegetables,red/blush wine,shopping bags,,,,,,,,,,
frankfurter,tropical fruit,onions,dessert,ice cream,dishes,candles,,,,,,,
dessert,nut snack,specialty chocolate,,,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,pip fruit,yogurt,pastry,bottled water,long life bakery product,,,,,,
butter,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,
whole milk,soft cheese,rolls/buns,brown bread,,,,,,,,,,
frankfurter,rolls/buns,soda,fruit/vegetable juice,shopping bags,,,,,,,,,
bottled water,white wine,,,,,,,,,,,,
pip fruit,rolls/buns,prosecco,seasonal products,pot plants,shopping bags,,,,,,,,
rolls/buns,,,,,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,,,,
other vegetables,yogurt,chocolate,,,,,,,,,,,
meat,rolls/buns,pastry,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,
pet care,soda,bottled beer,snack products,candy,,,,,,,,,
rolls/buns,fruit/vegetable juice,bottled beer,canned beer,chocolate,,,,,,,,,
root vegetables,other vegetables,canned vegetables,shopping bags,,,,,,,,,,
ham,whole milk,yogurt,soda,red/blush wine,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,
rolls/buns,coffee,bottled water,,,,,,,,,,,
UHT-milk,baking powder,,,,,,,,,,,,
frankfurter,whole milk,rolls/buns,coffee,salty snack,kitchen towels,,,,,,,,
whole milk,domestic eggs,soda,canned beer,liquor (appetizer),shopping bags,,,,,,,,
whole milk,butter milk,specialty bar,,,,,,,,,,,
citrus fruit,root vegetables,onions,other vegetables,,,,,,,,,,
other vegetables,,,,,,,,,,,,,
popcorn,specialty bar,candy,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
pork,tropical fruit,whole milk,butter,dessert,yogurt,frozen vegetables,frozen meals,frozen chicken,coffee,fruit/vegetable juice,chocolate,dental care,kitchen towels
chicken,tropical fruit,pip fruit,other vegetables,yogurt,soft cheese,domestic eggs,roll products ,fruit/vegetable juice,dish cleaner,,,,
UHT-milk,,,,,,,,,,,,,
brandy,specialty bar,,,,,,,,,,,,
other vegetables,whole milk,butter,specialty cheese,frozen vegetables,semi-finished bread,pot plants,,,,,,,
pip fruit,other vegetables,whole milk,frozen vegetables,domestic eggs,shopping bags,,,,,,,,
bottled beer,,,,,,,,,,,,,
sausage,chicken,beef,other vegetables,butter,dessert,whipped/sour cream,UHT-milk,soft cheese,frozen meals,brown bread,pasta,oil,specialty fat
bottled beer,napkins,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,
other vegetables,whipped/sour cream,cream cheese ,rolls/buns,coffee,,,,,,,,,
whole milk,dessert,oil,,,,,,,,,,,
yogurt,,,,,,,,,,,,,
butter,yogurt,rolls/buns,soda,,,,,,,,,,
canned beer,,,,,,,,,,,,,
pip fruit,canned beer,,,,,,,,,,,,
rolls/buns,long life bakery product,candy,shopping bags,,,,,,,,,,
canned beer,,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,
rolls/buns,soda,fruit/vegetable juice,,,,,,,,,,,
pip fruit,onions,whole milk,yogurt,frozen vegetables,frozen fish,rolls/buns,semi-finished bread,margarine,bottled beer,,,,
pork,citrus fruit,tropical fruit,spread cheese,bottled water,,,,,,,,,
frankfurter,pork,yogurt,soft cheese,sugar,bottled water,soda,fruit/vegetable juice,shopping bags,,,,,
sausage,soda,bottled beer,,,,,,,,,,,
citrus fruit,dessert,newspapers,,,,,,,,,,,
brown bread,dog food,canned beer,,,,,,,,,,,
soda,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,
pork,beef,,,,,,,,,,,,
frozen meals,soda,,,,,,,,,,,,
chicken,root vegetables,whole milk,rolls/buns,brown bread,,,,,,,,,
rolls/buns,red/blush wine,photo/film,,,,,,,,,,,
pork,citrus fruit,root vegetables,whole milk,bottled water,dish cleaner,,,,,,,,
sausage,brown bread,margarine,bottled beer,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,,,,,,,,,,,
beverages,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,pip fruit,whole milk,beverages,frozen vegetables,frozen meals,white bread,pasta,pickled vegetables,sweet spreads,bottled water,fruit/vegetable juice
frankfurter,tropical fruit,other vegetables,whole milk,rolls/buns,pet care,soda,fruit/vegetable juice,make up remover,,,,,
UHT-milk,bottled beer,liquor (appetizer),dishes,,,,,,,,,,
whole milk,curd,yogurt,margarine,,,,,,,,,,
whole milk,domestic eggs,newspapers,,,,,,,,,,,
sausage,yogurt,rolls/buns,bottled water,soda,,,,,,,,,
canned beer,,,,,,,,,,,,,
sausage,beef,tropical fruit,pip fruit,berries,root vegetables,other vegetables,whole milk,mustard,candles,,,,
beef,other vegetables,rolls/buns,bottled beer,,,,,,,,,,
baking powder,coffee,photo/film,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
frankfurter,beef,other vegetables,whole milk,butter,yogurt,soft cheese,pastry,oil,coffee,bottled water,soda,cake bar,specialty bar
meat,chicken,hamburger meat,citrus fruit,whole milk,butter,butter milk,yogurt,soft cheese,frozen vegetables,domestic eggs,rolls/buns,fruit/vegetable juice,seasonal products
yogurt,fruit/vegetable juice,dishes,,,,,,,,,,,
sausage,soda,canned beer,chewing gum,,,,,,,,,,
root vegetables,onions,whole milk,bottled water,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,cream cheese ,mayonnaise,rolls/buns,white bread,ready soups,baking powder,canned fish,long life bakery product,,,,,
tropical fruit,other vegetables,whole milk,curd,yogurt,frozen vegetables,frozen dessert,rolls/buns,soda,liquor (appetizer),waffles,candy,seasonal products,candles
citrus fruit,tropical fruit,pip fruit,whole milk,butter milk,,,,,,,,,
chicken,hamburger meat,citrus fruit,other vegetables,coffee,,,,,,,,,
dessert,yogurt,UHT-milk,cream cheese ,frozen vegetables,rolls/buns,bottled water,napkins,,,,,,
other vegetables,yogurt,,,,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,,,,
onions,cat food,pet care,popcorn,dental care,,,,,,,,,
frozen vegetables,margarine,pickled vegetables,,,,,,,,,,,
chicken,hamburger meat,pip fruit,other vegetables,UHT-milk,sliced cheese,specialty cheese,dog food,coffee,brandy,softener,pot plants,,
chicken,pip fruit,whole milk,whipped/sour cream,margarine,newspapers,flower (seeds),,,,,,,
onions,canned beer,shopping bags,,,,,,,,,,,
meat,chicken,pork,root vegetables,whole milk,rolls/buns,detergent,,,,,,,
ham,chicken,turkey,beef,onions,whole milk,butter,frozen potato products,domestic eggs,pastry,salt,sugar,jam,coffee
citrus fruit,pip fruit,whole milk,sliced cheese,salty snack,,,,,,,,,
yogurt,,,,,,,,,,,,,
frankfurter,chicken,turkey,beef,whole milk,brown bread,pastry,bottled water,,,,,,
dishes,,,,,,,,,,,,,
pork,pip fruit,curd,roll products ,margarine,soups,coffee,napkins,newspapers,,,,,
butter milk,UHT-milk,cream cheese ,spread cheese,brown bread,coffee,,,,,,,,
coffee,pot plants,,,,,,,,,,,,
chicken,tropical fruit,frozen fish,domestic eggs,roll products ,seasonal products,dish cleaner,,,,,,,
pip fruit,root vegetables,other vegetables,whole milk,,,,,,,,,,
soda,,,,,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,,,,
berries,root vegetables,yogurt,whipped/sour cream,specialty fat,white wine,kitchen towels,,,,,,,
hamburger meat,tropical fruit,yogurt,frozen vegetables,domestic eggs,rolls/buns,meat spreads,cat food,soda,misc. beverages,,,,
canned beer,,,,,,,,,,,,,
turkey,tropical fruit,root vegetables,other vegetables,curd,whipped/sour cream,liquor (appetizer),,,,,,,
beverages,soda,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,,,,,,,,,,,
whole milk,whipped/sour cream,rolls/buns,pot plants,,,,,,,,,,
hamburger meat,root vegetables,whole milk,rolls/buns,long life bakery product,waffles,,,,,,,,
chocolate,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,bottled water,,,,,,,,,,
oil,bottled water,long life bakery product,,,,,,,,,,,
beef,citrus fruit,tropical fruit,whole milk,yogurt,margarine,specialty fat,mustard,canned vegetables,napkins,,,,
bottled water,,,,,,,,,,,,,
sausage,root vegetables,curd,yogurt,whipped/sour cream,sliced cheese,processed cheese,domestic eggs,oil,Instant food products,soda,red/blush wine,candy,newspapers
sausage,UHT-milk,flour,flower (seeds),,,,,,,,,,
pork,butter,curd,frozen vegetables,margarine,sugar,chewing gum,napkins,newspapers,,,,,
frankfurter,meat,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,
canned beer,red/blush wine,,,,,,,,,,,,
pork,root vegetables,other vegetables,mayonnaise,domestic eggs,rolls/buns,mustard,fruit/vegetable juice,chewing gum,dishes,,,,
whole milk,rolls/buns,semi-finished bread,,,,,,,,,,,
other vegetables,whole milk,butter,white bread,canned vegetables,soda,snack products,cake bar,chocolate,,,,,
whole milk,rolls/buns,coffee,,,,,,,,,,,
citrus fruit,root vegetables,onions,other vegetables,domestic eggs,white bread,cake bar,,,,,,,
other vegetables,whole milk,rolls/buns,brown bread,soda,hygiene articles,newspapers,,,,,,,
other vegetables,whole milk,curd,frozen vegetables,frozen dessert,misc. beverages,rum,long life bakery product,newspapers,,,,,
beef,root vegetables,herbs,other vegetables,whole milk,butter,curd,whipped/sour cream,rolls/buns,pastry,margarine,,,
meat,chicken,other vegetables,butter milk,yogurt,roll products ,flour,cat food,soda,dishes,,,,
sausage,frozen vegetables,frozen meals,pickled vegetables,coffee,,,,,,,,,
pip fruit,pasta,oil,shopping bags,,,,,,,,,,
beef,root vegetables,frozen vegetables,frozen potato products,white bread,detergent,,,,,,,,
chicken,hamburger meat,herbs,UHT-milk,cream cheese ,frozen vegetables,soda,dish cleaner,pot plants,,,,,
canned beer,,,,,,,,,,,,,
sausage,pip fruit,yogurt,white bread,soda,,,,,,,,,
whole milk,butter milk,rolls/buns,margarine,bottled water,fruit/vegetable juice,,,,,,,,
whole milk,rolls/buns,bottled beer,,,,,,,,,,,
sausage,hamburger meat,cream,spread cheese,canned fish,napkins,,,,,,,,
coffee,soda,,,,,,,,,,,,
nuts/prunes,rolls/buns,,,,,,,,,,,,
sausage,curd,yogurt,cream cheese ,brown bread,pastry,coffee,seasonal products,napkins,,,,,
coffee,,,,,,,,,,,,,
chicken,pork,citrus fruit,root vegetables,herbs,other vegetables,whole milk,butter,frozen dessert,domestic eggs,rolls/buns,bottled water,bottled beer,
tropical fruit,other vegetables,yogurt,domestic eggs,rolls/buns,pastry,semi-finished bread,zwieback,oil,margarine,organic products,coffee,bottled water,soda
finished products,other vegetables,whole milk,yogurt,curd cheese,brown bread,pastry,potato products,baking powder,soda,specialty chocolate,candy,seasonal products,
whole milk,bottled water,,,,,,,,,,,,
beef,root vegetables,other vegetables,frozen dessert,pastry,vinegar,margarine,sugar,cat food,coffee,bottled beer,cling film/bags,candles,pot plants
abrasive cleaner,napkins,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,
other vegetables,spices,coffee,,,,,,,,,,,
beef,citrus fruit,tropical fruit,other vegetables,condensed milk,processed cheese,bottled water,soda,cling film/bags,,,,,
whole milk,,,,,,,,,,,,,
tropical fruit,root vegetables,sliced cheese,processed cheese,margarine,bottled water,soda,misc. beverages,,,,,,
candy,,,,,,,,,,,,,
sausage,soft cheese,rolls/buns,bottled water,specialty chocolate,,,,,,,,,
butter milk,domestic eggs,rolls/buns,soda,specialty chocolate,,,,,,,,,
sausage,whole milk,frozen dessert,mustard,jam,bottled water,hygiene articles,,,,,,,
frankfurter,chicken,pork,other vegetables,yogurt,whipped/sour cream,soft cheese,rolls/buns,instant coffee,bottled water,napkins,,,
rolls/buns,soda,fruit/vegetable juice,bottled beer,long life bakery product,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
whole milk,rolls/buns,spices,bottled water,,,,,,,,,,
citrus fruit,candy,,,,,,,,,,,,
margarine,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,whole milk,whipped/sour cream,sliced cheese,cream cheese ,domestic eggs,rolls/buns,pastry,sugar,baking powder,,
sausage,newspapers,,,,,,,,,,,,
chicken,other vegetables,whole milk,curd,domestic eggs,rolls/buns,softener,,,,,,,
shopping bags,,,,,,,,,,,,,
tropical fruit,rolls/buns,seasonal products,bathroom cleaner,newspapers,shopping bags,,,,,,,,
other vegetables,whole milk,domestic eggs,margarine,bottled water,fruit/vegetable juice,bottled beer,,,,,,,
butter,soups,,,,,,,,,,,,
root vegetables,butter,margarine,,,,,,,,,,,
photo/film,,,,,,,,,,,,,
sausage,turkey,citrus fruit,other vegetables,whole milk,butter,curd,whipped/sour cream,tidbits,ice cream,rolls/buns,pastry,soda,newspapers
turkey,,,,,,,,,,,,,
citrus fruit,yogurt,UHT-milk,domestic eggs,rolls/buns,,,,,,,,,
pastry,,,,,,,,,,,,,
pork,whole milk,curd,whipped/sour cream,,,,,,,,,,
photo/film,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,
beef,pip fruit,onions,whole milk,margarine,specialty fat,soda,fruit/vegetable juice,napkins,,,,,
whole milk,flour,margarine,sugar,,,,,,,,,,
root vegetables,whole milk,whipped/sour cream,frozen meals,flour,oil,waffles,seasonal products,napkins,house keeping products,photo/film,shopping bags,,
bottled beer,,,,,,,,,,,,,
whole milk,frozen meals,soda,napkins,kitchen towels,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,,,,
whole milk,curd cheese,,,,,,,,,,,,
finished products,beef,citrus fruit,pip fruit,root vegetables,whole milk,semi-finished bread,potato products,rice,soda,fruit/vegetable juice,candy,pot plants,shopping bags
bottled beer,,,,,,,,,,,,,
beverages,frozen vegetables,soda,fruit/vegetable juice,popcorn,newspapers,,,,,,,,
other vegetables,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
beef,,,,,,,,,,,,,
citrus fruit,pip fruit,butter,rolls/buns,oil,soda,bottled beer,brandy,red/blush wine,sparkling wine,,,,
rolls/buns,baking powder,soda,,,,,,,,,,,
specialty chocolate,light bulbs,,,,,,,,,,,,
frankfurter,soda,,,,,,,,,,,,
whole milk,waffles,napkins,,,,,,,,,,,
pip fruit,chewing gum,,,,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,,,,
liver loaf,citrus fruit,other vegetables,curd,salad dressing,semi-finished bread,abrasive cleaner,,,,,,,
citrus fruit,tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,frozen vegetables,ice cream,rolls/buns,salt,sugar,soda,napkins,newspapers
frankfurter,pip fruit,onions,whole milk,curd,yogurt,pastry,Instant food products,kitchen utensil,,,,,
soft cheese,soda,white wine,,,,,,,,,,,
ham,root vegetables,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,hard cheese,cream cheese ,specialty cheese,domestic eggs,salt,canned fish
whole milk,white wine,,,,,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,,,,
sausage,beverages,rolls/buns,misc. beverages,waffles,shopping bags,,,,,,,,
yogurt,rolls/buns,instant coffee,soda,canned beer,waffles,,,,,,,,
frozen meals,,,,,,,,,,,,,
pork,other vegetables,pot plants,,,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,,,,
margarine,soda,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,UHT-milk,sugar,coffee,soda,misc. beverages,canned beer,dishes,newspapers,,,
pip fruit,,,,,,,,,,,,,
beef,pip fruit,whole milk,butter,curd,margarine,cat food,coffee,waffles,,,,,
pip fruit,whole milk,butter,whipped/sour cream,beverages,newspapers,flower (seeds),,,,,,,
chicken,citrus fruit,root vegetables,other vegetables,brown bread,pastry,salty snack,napkins,,,,,,
whole milk,butter,newspapers,,,,,,,,,,,
chicken,liquor (appetizer),,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,hard cheese,domestic eggs,dishes,,,,
other vegetables,whole milk,bottled beer,newspapers,,,,,,,,,,
tropical fruit,yogurt,UHT-milk,cream cheese ,processed cheese,rolls/buns,pastry,margarine,waffles,hygiene articles,,,,
sausage,canned beer,shopping bags,,,,,,,,,,,
chicken,packaged fruit/vegetables,whole milk,curd,whipped/sour cream,frozen vegetables,frozen dessert,rolls/buns,white bread,brown bread,margarine,soda,long life bakery product,specialty chocolate
hamburger meat,mustard,soups,Instant food products,sweet spreads,soda,newspapers,,,,,,,
whole milk,yogurt,bottled water,canned beer,,,,,,,,,,
citrus fruit,pip fruit,root vegetables,yogurt,margarine,dishes,,,,,,,,
ham,tropical fruit,pip fruit,other vegetables,whole milk,yogurt,whipped/sour cream,spread cheese,curd cheese,ice cream,sugar,baking powder,fruit/vegetable juice,salty snack
whole milk,yogurt,whipped/sour cream,beverages,brown bread,,,,,,,,,
frankfurter,,,,,,,,,,,,,
white bread,long life bakery product,shopping bags,,,,,,,,,,,
sausage,citrus fruit,other vegetables,yogurt,whipped/sour cream,frozen meals,pasta,coffee,bottled water,shopping bags,,,,
sliced cheese,hard cheese,,,,,,,,,,,,
frankfurter,citrus fruit,onions,other vegetables,curd,whipped/sour cream,frozen dessert,domestic eggs,white bread,vinegar,baking powder,,,
yogurt,popcorn,cleaner,newspapers,,,,,,,,,,
root vegetables,other vegetables,whole milk,hard cheese,rolls/buns,baking powder,,,,,,,,
rolls/buns,sugar,coffee,canned beer,shopping bags,,,,,,,,,
berries,margarine,coffee,specialty bar,shopping bags,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
beef,hamburger meat,whole milk,curd,yogurt,cream cheese ,spices,pickled vegetables,sweet spreads,cat food,soda,chocolate,cleaner,
chicken,turkey,whole milk,butter,curd,cream cheese ,,,,,,,,
sausage,meat,other vegetables,yogurt,whipped/sour cream,domestic eggs,semi-finished bread,instant coffee,bottled water,soda,bottled beer,newspapers,shopping bags,
rolls/buns,,,,,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,,,,
butter milk,pastry,,,,,,,,,,,,
pork,root vegetables,whole milk,dog food,soda,hygiene articles,shopping bags,,,,,,,
pork,root vegetables,other vegetables,pastry,shopping bags,,,,,,,,,
sausage,hamburger meat,pip fruit,other vegetables,butter milk,mayonnaise,frozen vegetables,dental care,,,,,,
soda,,,,,,,,,,,,,
tropical fruit,pip fruit,coffee,soda,fruit/vegetable juice,salty snack,,,,,,,,
pip fruit,nuts/prunes,whole milk,yogurt,whipped/sour cream,cream cheese ,rolls/buns,waffles,chocolate,newspapers,,,,
citrus fruit,domestic eggs,,,,,,,,,,,,
semi-finished bread,,,,,,,,,,,,,
sausage,meat,pork,citrus fruit,curd,UHT-milk,brown bread,sugar,soda,fruit/vegetable juice,cookware,house keeping products,,
tropical fruit,other vegetables,canned beer,,,,,,,,,,,
whole milk,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,pet care,newspapers,,,,,,,
berries,other vegetables,whole milk,sliced cheese,margarine,bottled water,pot plants,,,,,,,
ham,beef,whole milk,yogurt,cat food,,,,,,,,,
curd,white bread,pastry,soda,salty snack,popcorn,waffles,chewing gum,chocolate,specialty chocolate,,,,
soda,,,,,,,,,,,,,
pot plants,,,,,,,,,,,,,
yogurt,coffee,,,,,,,,,,,,
meat,pip fruit,root vegetables,whole milk,frozen vegetables,,,,,,,,,
citrus fruit,tropical fruit,whole milk,butter,curd,yogurt,whipped/sour cream,rolls/buns,pastry,,,,,
root vegetables,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
coffee,soda,waffles,,,,,,,,,,,
whole milk,beverages,frozen vegetables,margarine,liquor (appetizer),newspapers,,,,,,,,
whole milk,white bread,long life bakery product,,,,,,,,,,,
sausage,tropical fruit,whole milk,,,,,,,,,,,
whole milk,semi-finished bread,,,,,,,,,,,,
frankfurter,chicken,beef,hamburger meat,tropical fruit,other vegetables,butter,curd,butter milk,yogurt,whipped/sour cream,UHT-milk,frozen vegetables,pastry
fruit/vegetable juice,,,,,,,,,,,,,
meat,tropical fruit,root vegetables,other vegetables,whole milk,butter,whipped/sour cream,frozen meals,rolls/buns,hygiene articles,,,,
other vegetables,yogurt,pastry,vinegar,bottled water,dishes,,,,,,,,
frankfurter,root vegetables,butter,bottled beer,nut snack,,,,,,,,,
specialty cheese,frozen meals,soda,shopping bags,,,,,,,,,,
yogurt,whipped/sour cream,UHT-milk,baking powder,bottled water,soda,,,,,,,,
chicken,citrus fruit,whole milk,yogurt,mustard,cat food,soda,newspapers,,,,,,
whole milk,long life bakery product,chocolate,,,,,,,,,,,
curd,whipped/sour cream,pudding powder,coffee,long life bakery product,,,,,,,,,
pastry,pot plants,,,,,,,,,,,,
frankfurter,pork,UHT-milk,rolls/buns,canned fish,bottled water,soda,,,,,,,
chicken,white wine,shopping bags,,,,,,,,,,,
frozen dessert,bottled water,,,,,,,,,,,,
tropical fruit,pip fruit,root vegetables,curd,yogurt,flour,margarine,sugar,bottled water,newspapers,,,,
tropical fruit,pip fruit,whole milk,yogurt,ice cream,frozen dessert,domestic eggs,pastry,flour,margarine,coffee,cake bar,napkins,shopping bags
sausage,pip fruit,rolls/buns,pastry,soda,fruit/vegetable juice,canned beer,salty snack,candy,hygiene articles,,,,
whole milk,curd,rolls/buns,,,,,,,,,,,
finished products,bottled water,specialty bar,newspapers,,,,,,,,,,
pork,whole milk,butter,yogurt,soft cheese,cream cheese ,coffee,pot plants,,,,,,
beef,dessert,frozen vegetables,rice,long life bakery product,cling film/bags,shopping bags,,,,,,,
sausage,ham,other vegetables,beverages,mayonnaise,rolls/buns,soda,bottled beer,chocolate,chocolate marshmallow,candy,,,
citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,yogurt,oil,cat food,soda,misc. beverages,fruit/vegetable juice,newspapers,,
pip fruit,whole milk,margarine,cocoa drinks,bottled water,,,,,,,,,
soda,,,,,,,,,,,,,
other vegetables,whole milk,specialty chocolate,candy,newspapers,,,,,,,,,
tropical fruit,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,newspapers,,,,,,,,,,,
whole milk,cream cheese ,salty snack,,,,,,,,,,,
ham,domestic eggs,pastry,long life bakery product,waffles,specialty chocolate,dishes,shopping bags,,,,,,
tropical fruit,other vegetables,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
ham,onions,other vegetables,whole milk,whipped/sour cream,soft cheese,sliced cheese,brown bread,canned vegetables,sweet spreads,salty snack,specialty chocolate,dishes,
chicken,pork,frozen vegetables,soda,canned beer,liquor (appetizer),hygiene articles,newspapers,,,,,,
grapes,butter,soft cheese,canned beer,,,,,,,,,,
whole milk,pickled vegetables,bottled water,bottled beer,chocolate,,,,,,,,,
frankfurter,sausage,ham,tropical fruit,rolls/buns,pastry,chocolate,napkins,,,,,,
curd,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
beef,root vegetables,jam,toilet cleaner,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,beverages,cream cheese ,bottled water,pot plants,,,,,
UHT-milk,newspapers,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
pork,pet care,newspapers,,,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,,,,
other vegetables,rolls/buns,pastry,bottled beer,,,,,,,,,,
beef,citrus fruit,butter,fruit/vegetable juice,,,,,,,,,,
sausage,pip fruit,oil,cat food,bottled water,soda,bottled beer,white wine,,,,,,
dish cleaner,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,rolls/buns,mustard,canned fish,misc. beverages,bottled beer,shopping bags,,,,,
frankfurter,root vegetables,whipped/sour cream,rolls/buns,roll products ,salt,shopping bags,,,,,,,
